ID	sample	path	ref_samples	genome_build	weights
DELFI_breast_cancer_uncorrected	EGAF00002727242_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727242_breast_cancer_processed.hg38.bam	EGAF00002727242_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727243_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727243_breast_cancer_processed.hg38.bam	EGAF00002727243_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727244_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727244_breast_cancer_processed.hg38.bam	EGAF00002727244_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727245_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727245_breast_cancer_processed.hg38.bam	EGAF00002727245_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727246_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727246_breast_cancer_processed.hg38.bam	EGAF00002727246_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727247_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727247_breast_cancer_processed.hg38.bam	EGAF00002727247_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727248_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727248_breast_cancer_processed.hg38.bam	EGAF00002727248_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727249_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727249_breast_cancer_processed.hg38.bam	EGAF00002727249_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727250_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727250_breast_cancer_processed.hg38.bam	EGAF00002727250_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727251_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727251_breast_cancer_processed.hg38.bam	EGAF00002727251_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727252_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727252_breast_cancer_processed.hg38.bam	EGAF00002727252_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727253_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727253_breast_cancer_processed.hg38.bam	EGAF00002727253_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727254_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727254_breast_cancer_processed.hg38.bam	EGAF00002727254_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727280_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727280_breast_cancer_processed.hg38.bam	EGAF00002727280_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727281_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727281_breast_cancer_processed.hg38.bam	EGAF00002727281_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727282_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727282_breast_cancer_processed.hg38.bam	EGAF00002727282_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727283_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727283_breast_cancer_processed.hg38.bam	EGAF00002727283_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727284_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727284_breast_cancer_processed.hg38.bam	EGAF00002727284_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727285_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727285_breast_cancer_processed.hg38.bam	EGAF00002727285_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727286_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727286_breast_cancer_processed.hg38.bam	EGAF00002727286_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727287_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727287_breast_cancer_processed.hg38.bam	EGAF00002727287_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727288_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727288_breast_cancer_processed.hg38.bam	EGAF00002727288_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727289_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727289_breast_cancer_processed.hg38.bam	EGAF00002727289_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727290_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727290_breast_cancer_processed.hg38.bam	EGAF00002727290_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727291_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727291_breast_cancer_processed.hg38.bam	EGAF00002727291_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727292_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727292_breast_cancer_processed.hg38.bam	EGAF00002727292_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727293_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727293_breast_cancer_processed.hg38.bam	EGAF00002727293_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727294_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727294_breast_cancer_processed.hg38.bam	EGAF00002727294_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727295_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727295_breast_cancer_processed.hg38.bam	EGAF00002727295_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727296_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727296_breast_cancer_processed.hg38.bam	EGAF00002727296_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727297_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727297_breast_cancer_processed.hg38.bam	EGAF00002727297_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727298_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727298_breast_cancer_processed.hg38.bam	EGAF00002727298_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727299_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727299_breast_cancer_processed.hg38.bam	EGAF00002727299_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727300_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727300_breast_cancer_processed.hg38.bam	EGAF00002727300_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727301_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727301_breast_cancer_processed.hg38.bam	EGAF00002727301_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727302_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727302_breast_cancer_processed.hg38.bam	EGAF00002727302_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727303_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727303_breast_cancer_processed.hg38.bam	EGAF00002727303_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727304_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727304_breast_cancer_processed.hg38.bam	EGAF00002727304_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727330_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727330_breast_cancer_processed.hg38.bam	EGAF00002727330_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727331_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727331_breast_cancer_processed.hg38.bam	EGAF00002727331_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727332_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727332_breast_cancer_processed.hg38.bam	EGAF00002727332_c	GRCh38	 
DELFI_breast_cancer_uncorrected	EGAF00002727333_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727333_breast_cancer_processed.hg38.bam	EGAF00002727333_c	GRCh38	 
