ID	sample	path	ref_samples	genome_build	weights
DELFI_healthy_random_uncorrected	EGAF00002727640_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727640_healthy_processed.hg38.bam	EGAF00002727640_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727493_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727493_healthy_processed.hg38.bam	EGAF00002727493_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727172_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727172_healthy_processed.hg38.bam	EGAF00002727172_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727522_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727522_healthy_processed.hg38.bam	EGAF00002727522_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727659_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727659_healthy_processed.hg38.bam	EGAF00002727659_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727596_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727596_healthy_processed.hg38.bam	EGAF00002727596_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727144_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727144_healthy_processed.hg38.bam	EGAF00002727144_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727562_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727562_healthy_processed.hg38.bam	EGAF00002727562_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727630_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727630_healthy_processed.hg38.bam	EGAF00002727630_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727606_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727606_healthy_processed.hg38.bam	EGAF00002727606_h	GRCh38	 
DELFI_healthy_random_uncorrected	EGAF00002727430_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/cfDNA_preprocessing_workflow/results/samples_Lea/mapped_reads/EGAF00002727430_healthy_processed.hg38.bam	EGAF00002727430_h	GRCh38	 
