ID	sample	path	ref_samples	genome_build	weights
DELFI_healthy_random_corrected_v20	EGAF00002727561_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727561_GCcorrected.bam	EGAF00002727561_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727577_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727577_GCcorrected.bam	EGAF00002727577_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727573_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727573_GCcorrected.bam	EGAF00002727573_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727392_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727392_GCcorrected.bam	EGAF00002727392_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727636_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727636_GCcorrected.bam	EGAF00002727636_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727139_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727139_GCcorrected.bam	EGAF00002727139_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727404_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727404_GCcorrected.bam	EGAF00002727404_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727639_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727639_GCcorrected.bam	EGAF00002727639_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727480_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727480_GCcorrected.bam	EGAF00002727480_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727617_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727617_GCcorrected.bam	EGAF00002727617_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727137_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727137_GCcorrected.bam	EGAF00002727137_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727393_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727393_GCcorrected.bam	EGAF00002727393_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727641_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727641_GCcorrected.bam	EGAF00002727641_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727528_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727528_GCcorrected.bam	EGAF00002727528_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727610_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727610_GCcorrected.bam	EGAF00002727610_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727661_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727661_GCcorrected.bam	EGAF00002727661_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727427_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727427_GCcorrected.bam	EGAF00002727427_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727149_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727149_GCcorrected.bam	EGAF00002727149_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727607_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727607_GCcorrected.bam	EGAF00002727607_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727657_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727657_GCcorrected.bam	EGAF00002727657_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727608_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727608_GCcorrected.bam	EGAF00002727608_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727611_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727611_GCcorrected.bam	EGAF00002727611_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727632_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727632_GCcorrected.bam	EGAF00002727632_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727433_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727433_GCcorrected.bam	EGAF00002727433_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727640_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727640_GCcorrected.bam	EGAF00002727640_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727493_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727493_GCcorrected.bam	EGAF00002727493_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727172_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727172_GCcorrected.bam	EGAF00002727172_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727522_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727522_GCcorrected.bam	EGAF00002727522_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727659_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727659_GCcorrected.bam	EGAF00002727659_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727596_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727596_GCcorrected.bam	EGAF00002727596_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727144_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727144_GCcorrected.bam	EGAF00002727144_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727562_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727562_GCcorrected.bam	EGAF00002727562_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727630_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727630_GCcorrected.bam	EGAF00002727630_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727606_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727606_GCcorrected.bam	EGAF00002727606_h	GRCh38	-g
DELFI_healthy_random_corrected_v20	EGAF00002727430_h	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_healthy/GCcorrect/hg38/EGAF00002727430_GCcorrected.bam	EGAF00002727430_h	GRCh38	-g
