ID	sample	path	ref_samples	genome_build	weights
DELFI_breast_cancer_corrected_v20	EGAF00002727241_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727241_GCcorrected.bam	EGAF00002727241_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727242_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727242_GCcorrected.bam	EGAF00002727242_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727243_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727243_GCcorrected.bam	EGAF00002727243_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727244_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727244_GCcorrected.bam	EGAF00002727244_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727245_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727245_GCcorrected.bam	EGAF00002727245_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727246_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727246_GCcorrected.bam	EGAF00002727246_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727247_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727247_GCcorrected.bam	EGAF00002727247_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727248_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727248_GCcorrected.bam	EGAF00002727248_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727249_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727249_GCcorrected.bam	EGAF00002727249_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727250_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727250_GCcorrected.bam	EGAF00002727250_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727251_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727251_GCcorrected.bam	EGAF00002727251_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727252_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727252_GCcorrected.bam	EGAF00002727252_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727253_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727253_GCcorrected.bam	EGAF00002727253_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727254_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727254_GCcorrected.bam	EGAF00002727254_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727280_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727280_GCcorrected.bam	EGAF00002727280_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727281_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727281_GCcorrected.bam	EGAF00002727281_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727282_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727282_GCcorrected.bam	EGAF00002727282_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727283_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727283_GCcorrected.bam	EGAF00002727283_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727284_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727284_GCcorrected.bam	EGAF00002727284_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727285_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727285_GCcorrected.bam	EGAF00002727285_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727286_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727286_GCcorrected.bam	EGAF00002727286_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727287_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727287_GCcorrected.bam	EGAF00002727287_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727288_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727288_GCcorrected.bam	EGAF00002727288_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727289_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727289_GCcorrected.bam	EGAF00002727289_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727290_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727290_GCcorrected.bam	EGAF00002727290_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727291_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727291_GCcorrected.bam	EGAF00002727291_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727292_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727292_GCcorrected.bam	EGAF00002727292_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727293_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727293_GCcorrected.bam	EGAF00002727293_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727294_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727294_GCcorrected.bam	EGAF00002727294_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727295_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727295_GCcorrected.bam	EGAF00002727295_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727296_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727296_GCcorrected.bam	EGAF00002727296_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727297_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727297_GCcorrected.bam	EGAF00002727297_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727298_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727298_GCcorrected.bam	EGAF00002727298_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727299_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727299_GCcorrected.bam	EGAF00002727299_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727300_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727300_GCcorrected.bam	EGAF00002727300_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727301_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727301_GCcorrected.bam	EGAF00002727301_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727302_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727302_GCcorrected.bam	EGAF00002727302_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727303_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727303_GCcorrected.bam	EGAF00002727303_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727304_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727304_GCcorrected.bam	EGAF00002727304_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727330_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727330_GCcorrected.bam	EGAF00002727330_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727331_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727331_GCcorrected.bam	EGAF00002727331_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727332_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727332_GCcorrected.bam	EGAF00002727332_c	GRCh38	-g
DELFI_breast_cancer_corrected_v20	EGAF00002727333_c	/fast/groups/ag_kircher/cfDNA-analysis/sebastian/develop/GC_correction_workflow/results/intermediate/samples_Lea_breastcancer/GCcorrect/hg38/EGAF00002727333_GCcorrected.bam	EGAF00002727333_c	GRCh38	-g
